pfCode,yr,period,periodDesc,aggrLevel,IsLeaf,rgCode,rgDesc,rtCode,rtTitle,rt3ISO,ptCode,ptTitle,pt3ISO,ptCode2,ptTitle2,pt3ISO2,cstCode,cstDesc,motCode,motDesc,cmdCode,cmdDescE,qtCode,qtDesc,qtAltCode,qtAltDesc,TradeQuantity,AltQuantity,NetWeight,GrossWeight,TradeValue,CIFValue,FOBValue,estCode
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,384,Côte d'Ivoire,CIV,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,4654810,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,384,Côte d'Ivoire,CIV,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,5532085,,,0
H5,2019,2019,2019,2,0,3,Re-Export,842,USA,USA,384,Côte d'Ivoire,CIV,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,16838,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,388,Jamaica,JAM,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,22648127,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,388,Jamaica,JAM,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,151699032,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,392,Japan,JPN,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,4332511263,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,392,Japan,JPN,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,1311903906,,,0
H5,2019,2019,2019,2,0,3,Re-Export,842,USA,USA,392,Japan,JPN,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,4028462,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,398,Kazakhstan,KAZ,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,15513371,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,398,Kazakhstan,KAZ,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,7532617,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,400,Jordan,JOR,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,69717998,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,400,Jordan,JOR,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,86871522,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,404,Kenya,KEN,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,15421017,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,404,Kenya,KEN,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,28760746,,,0
H5,2019,2019,2019,2,0,3,Re-Export,842,USA,USA,404,Kenya,KEN,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,7000,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,1459199895,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,849557639,,,0
H5,2019,2019,2019,2,0,3,Re-Export,842,USA,USA,410,Rep. of Korea,KOR,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,100777,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,414,Kuwait,KWT,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,148845310,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,414,Kuwait,KWT,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,95531778,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,417,Kyrgyzstan,KGZ,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,304492,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,417,Kyrgyzstan,KGZ,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,1592313,,,0
H5,2019,2019,2019,2,0,3,Re-Export,842,USA,USA,417,Kyrgyzstan,KGZ,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,29118,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,418,Lao People's Dem. Rep.,LAO,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,3552570,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,418,Lao People's Dem. Rep.,LAO,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,388625,,,0
H5,2019,2019,2019,2,0,3,Re-Export,842,USA,USA,418,Lao People's Dem. Rep.,LAO,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,27600,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,422,Lebanon,LBN,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,25848977,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,422,Lebanon,LBN,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,20388122,,,0
H5,2019,2019,2019,2,0,3,Re-Export,842,USA,USA,422,Lebanon,LBN,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,2933,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,426,Lesotho,LSO,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,397245,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,426,Lesotho,LSO,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,21484,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,428,Latvia,LVA,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,16651182,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,428,Latvia,LVA,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,49664345,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,430,Liberia,LBR,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,205925,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,430,Liberia,LBR,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,6505836,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,434,Libya,LBY,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,23992,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,434,Libya,LBY,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,6347273,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,440,Lithuania,LTU,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,23591462,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,440,Lithuania,LTU,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,9551804,,,0
H5,2019,2019,2019,2,0,3,Re-Export,842,USA,USA,440,Lithuania,LTU,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,12064,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,442,Luxembourg,LUX,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,143273897,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,442,Luxembourg,LUX,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,58628303,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,446,"China, Macao SAR",MAC,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,50809134,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,446,"China, Macao SAR",MAC,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,112205789,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,450,Madagascar,MDG,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,2155781,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,450,Madagascar,MDG,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,1534048,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,454,Malawi,MWI,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,57613,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,454,Malawi,MWI,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,4016602,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,458,Malaysia,MYS,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,732573988,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,458,Malaysia,MYS,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,246807228,,,0
H5,2019,2019,2019,2,0,3,Re-Export,842,USA,USA,458,Malaysia,MYS,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,24104,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,462,Maldives,MDV,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,1316648,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,462,Maldives,MDV,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,859960,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,466,Mali,MLI,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,639680,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,466,Mali,MLI,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,1873260,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,470,Malta,MLT,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,12086509,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,470,Malta,MLT,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,3191446,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,478,Mauritania,MRT,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,1689928,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,478,Mauritania,MRT,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,1499476,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,480,Mauritius,MUS,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,2190828,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,480,Mauritius,MUS,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,3736351,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,484,Mexico,MEX,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,9065093653,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,484,Mexico,MEX,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,7446670106,,,0
H5,2019,2019,2019,2,0,3,Re-Export,842,USA,USA,484,Mexico,MEX,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,34287315,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,490,"Other Asia, nes",,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,1845590956,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,490,"Other Asia, nes",,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,640455196,,,0
H5,2019,2019,2019,2,0,3,Re-Export,842,USA,USA,490,"Other Asia, nes",,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,8400,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,496,Mongolia,MNG,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,13318283,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,496,Mongolia,MNG,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,1557349,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,498,Rep. of Moldova,MDA,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,1238343,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,498,Rep. of Moldova,MDA,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,1306645,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,499,Montenegro,MNE,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,273511,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,499,Montenegro,MNE,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,2297189,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,500,Montserrat,MSR,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,217181,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,500,Montserrat,MSR,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,4534667,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,504,Morocco,MAR,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,55228665,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,504,Morocco,MAR,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,39489696,,,0
H5,2019,2019,2019,2,0,3,Re-Export,842,USA,USA,504,Morocco,MAR,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,15006,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,508,Mozambique,MOZ,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,3453151,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,508,Mozambique,MOZ,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,2762367,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,512,Oman,OMN,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,77355157,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,512,Oman,OMN,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,65913035,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,516,Namibia,NAM,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,17767589,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,516,Namibia,NAM,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,34980644,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,520,Nauru,NRU,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,48343,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,520,Nauru,NRU,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,65763,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,524,Nepal,NPL,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,4079458,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,524,Nepal,NPL,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,11054124,,,0
H5,2019,2019,2019,2,0,3,Re-Export,842,USA,USA,524,Nepal,NPL,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,26890,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,528,Netherlands,NLD,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,6944952419,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,528,Netherlands,NLD,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,981932107,,,0
H5,2019,2019,2019,2,0,3,Re-Export,842,USA,USA,528,Netherlands,NLD,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,92281,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,531,Curaçao,CUW,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,6014692,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,531,Curaçao,CUW,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,22400164,,,0
H5,2019,2019,2019,2,0,3,Re-Export,842,USA,USA,531,Curaçao,CUW,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,2802,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,533,Aruba,ABW,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,12554071,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,533,Aruba,ABW,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,29400444,,,0
H5,2019,2019,2019,2,0,3,Re-Export,842,USA,USA,533,Aruba,ABW,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,4550,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,534,Saint Maarten,SXM,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,123484018,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,534,Saint Maarten,SXM,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,34992334,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,540,New Caledonia,NCL,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,2435083,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,540,New Caledonia,NCL,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,13793997,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,548,Vanuatu,VUT,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,48195,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,548,Vanuatu,VUT,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,1848391,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,554,New Zealand,NZL,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,494306533,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,554,New Zealand,NZL,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,328837921,,,0
H5,2019,2019,2019,2,0,3,Re-Export,842,USA,USA,554,New Zealand,NZL,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,32556,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,558,Nicaragua,NIC,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,15385659,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,558,Nicaragua,NIC,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,74526188,,,0
H5,2019,2019,2019,2,0,3,Re-Export,842,USA,USA,558,Nicaragua,NIC,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,6565,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,562,Niger,NER,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,39734608,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,562,Niger,NER,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,2435972,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,566,Nigeria,NGA,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,83221731,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,566,Nigeria,NGA,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,37993567,,,0
H5,2019,2019,2019,2,0,3,Re-Export,842,USA,USA,566,Nigeria,NGA,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,3000,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,570,Niue,NIU,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,48161,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,570,Niue,NIU,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,11710,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,574,Norfolk Isds,NFK,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,4405,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,574,Norfolk Isds,NFK,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,896,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,579,Norway,NOR,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,282145337,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,579,Norway,NOR,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,203319499,,,0
H5,2019,2019,2019,2,0,3,Re-Export,842,USA,USA,579,Norway,NOR,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,22206,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,583,FS Micronesia,FSM,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,254696,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,583,FS Micronesia,FSM,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,6424337,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,584,Marshall Isds,MHL,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,2548755,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,584,Marshall Isds,MHL,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,10636510,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,585,Palau,PLW,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,83020,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,585,Palau,PLW,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,2631655,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,586,Pakistan,PAK,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,40433505,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,586,Pakistan,PAK,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,61592693,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,591,Panama,PAN,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,154838159,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,591,Panama,PAN,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,309777516,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,598,Papua New Guinea,PNG,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,4189668,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,598,Papua New Guinea,PNG,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,4422292,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,600,Paraguay,PRY,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,2670226,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,600,Paraguay,PRY,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,15010325,,,0
H5,2019,2019,2019,2,0,3,Re-Export,842,USA,USA,600,Paraguay,PRY,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,11931,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,604,Peru,PER,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,155562955,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,604,Peru,PER,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,254878865,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,608,Philippines,PHL,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,252871068,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,608,Philippines,PHL,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,132064350,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,612,Pitcairn,PCN,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,12663,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,612,Pitcairn,PCN,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,2901,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,616,Poland,POL,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,421391822,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,616,Poland,POL,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,212863943,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,620,Portugal,PRT,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,141121813,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,620,Portugal,PRT,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,82667540,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,624,Guinea-Bissau,GNB,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,130393,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,624,Guinea-Bissau,GNB,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,54770,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,626,Timor-Leste,TLS,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,82083,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,626,Timor-Leste,TLS,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,190115,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,634,Qatar,QAT,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,103315848,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,634,Qatar,QAT,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,200376446,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,642,Romania,ROU,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,89853844,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,642,Romania,ROU,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,11822086,,,0
H5,2019,2019,2019,2,0,3,Re-Export,842,USA,USA,642,Romania,ROU,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,22938,,,0
H5,2019,2019,2019,2,0,1,Import,842,USA,USA,643,Russian Federation,RUS,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,245198939,,,0
H5,2019,2019,2019,2,0,2,Export,842,USA,USA,643,Russian Federation,RUS,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,45303280,,,0
H5,2019,2019,2019,2,0,3,Re-Export,842,USA,USA,643,Russian Federation,RUS,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,26000,,,0
